STOCKID,STOCKNAME,STOCKSYMBOL,STOCKEXCHANGE,PURCHASEPRICE,PURCHASEDATE,QUANTITY,INVESTMENTACCOUNTID
1242,Tata Motors Limited, TATAMOTORS,NSE,557,YYYY-55-DD 15:55:SS,62,LTVU11705033864224
1243,HCL Technologies Limited, HCLTECH,BSE,722,YYYY-40-DD 07:40:SS,78,EJSI44676441584094
1244,Tata Consumer Products Limited, TATACONSUM,BSE,214,YYYY-51-DD 11:51:SS,10,ICAD86200941477145
1245,Cipla Limited, CIPLA,NSE,892,YYYY-20-DD 03:20:SS,86,YIOT28372807109889
1246,Larsen & Toubro Infotech Limited, LTI,BSE,504,YYYY-14-DD 16:14:SS,56,AUQB28389971953094
1247,Adani Enterprises Limited, ADANIENT,NSE,362,YYYY-59-DD 17:59:SS,6,BNHK04755291194829
1248,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,716,YYYY-17-DD 23:17:SS,75,KGLZ70616023057799
1249,Adani Enterprises Limited, ADANIENT,NSE,657,YYYY-49-DD 09:49:SS,14,UOCN24492060907471
1250,ITC Limited, ITC,NSE,744,YYYY-21-DD 19:21:SS,87,EAQA38903383232601
1251,Infosys Limited, INFY,BSE,286,YYYY-17-DD 15:17:SS,80,UNGZ04672901908585
1252,Britannia Industries Limited, BRITANNIA,NSE,156,YYYY-10-DD 19:10:SS,19,YTSQ20989378247689
1253,Titan Company Limited, TITAN,NSE,280,YYYY-58-DD 18:58:SS,31,BSDJ60793088956609
1254,HDFC Bank Limited, HDFCBANK,BSE,469,YYYY-12-DD 20:12:SS,44,GKLW12272214309504
1255,Hero MotoCorp Limited, HEROMOTOCO,BSE,440,YYYY-32-DD 06:32:SS,40,LGBY46381004141607
1256,Power Grid Corporation of India Limited, POWERGRID,NSE,590,YYYY-52-DD 08:52:SS,16,DGPU64771897296743
1257,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,656,YYYY-03-DD 14:03:SS,47,BUMH80049117385851
1258,ICICI Bank Limited, ICICIBANK,BSE,134,YYYY-14-DD 04:14:SS,70,HPBF58865429751800
1259,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,300,YYYY-06-DD 16:06:SS,23,AMAN16298212633856
1260,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,375,YYYY-19-DD 03:19:SS,6,SXZV93836513511970
1261,State Bank of India, SBIN,NSE,924,YYYY-56-DD 18:56:SS,80,JGYP50789441821748
1262,Cipla Limited, CIPLA,NSE,361,YYYY-50-DD 12:50:SS,82,MKHD98441144641796
1263,Hindustan Zinc Limited, HINDZINC,BSE,278,YYYY-26-DD 05:26:SS,84,NOGQ69892306236403
1264,Larsen & Toubro Limited, LT,BSE,286,YYYY-30-DD 04:30:SS,13,XRYL57742726873399
1265,ITC Limited, ITC,NSE,504,YYYY-24-DD 14:24:SS,65,ZYXT35767607964669
1266,Axis Bank Limited, AXISBANK,NSE,548,YYYY-10-DD 13:10:SS,1,IPPF56092241445437
1267,UltraTech Cement Limited, ULTRACEMCO,BSE,381,YYYY-33-DD 23:33:SS,46,KWON24570272666032
1268,Adani Green Energy Limited, ADANIGREEN,NSE,555,YYYY-58-DD 09:58:SS,55,HOCS65822419358818
1269,Adani Enterprises Limited, ADANIENT,BSE,740,YYYY-42-DD 22:42:SS,73,AWYJ33846935836100
1270,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,804,YYYY-04-DD 17:04:SS,91,MRUC90297196180399
1271,Larsen & Toubro Infotech Limited, LTI,NSE,732,YYYY-36-DD 17:36:SS,31,BDBK01380883034324
1272,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,405,YYYY-22-DD 18:22:SS,88,ZBCO67028469930733
1273,Bajaj Finance Limited, BAJFINANCE,NSE,652,YYYY-34-DD 21:34:SS,15,IKEA97530685859692
1274,ITC Limited, ITC,NSE,327,YYYY-29-DD 04:29:SS,90,CQQT51782996742205
1275,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,292,YYYY-20-DD 16:20:SS,14,PWQT12459753412821
1276,Adani Enterprises Limited, ADANIENT,NSE,170,YYYY-04-DD 14:04:SS,71,NQWA00406966512479
1277,Tata Steel Limited, TATASTEEL,NSE,372,YYYY-43-DD 15:43:SS,70,DYUD70909942686081
1278,Housing Development Finance Corporation Limited, HDFC,BSE,289,YYYY-39-DD 16:39:SS,74,OAMS80744612583949
1279,Tata Motors Limited, TATAMOTORS,NSE,564,YYYY-18-DD 11:18:SS,54,ZEHM12667387432613
1280,Power Grid Corporation of India Limited, POWERGRID,NSE,686,YYYY-39-DD 11:39:SS,88,RVCH54764483080106
1281,ITC Limited, ITC,NSE,565,YYYY-46-DD 00:46:SS,87,TXKM53201463223004
1282,Tata Steel Limited, TATASTEEL,NSE,175,YYYY-15-DD 01:15:SS,9,OYIB69237619835722
1283,Power Grid Corporation of India Limited, POWERGRID,NSE,904,YYYY-08-DD 21:08:SS,71,MZMO25812174377273
1284,Tata Steel Limited, TATASTEEL,NSE,335,YYYY-38-DD 12:38:SS,41,DTDV10607008984856
1285,Mahindra & Mahindra Limited, M&M,NSE,733,YYYY-54-DD 19:54:SS,75,CQKY06279545911527
1286,Coal India Limited, COALINDIA,BSE,333,YYYY-13-DD 06:13:SS,39,FSVJ74335646714581
1287,Tata Motors Limited, TATAMOTORS,NSE,433,YYYY-15-DD 06:15:SS,55,CQLA79280828754614
1288,Bharti Airtel Limited, BHARTIARTL,BSE,150,YYYY-11-DD 16:11:SS,86,GZMN44386639743520
1289,Aditya Birla Capital Limited, ABCAPITAL,NSE,170,YYYY-33-DD 21:33:SS,20,JHOZ35659301532418
1290,Adani Green Energy Limited, ADANIGREEN,BSE,219,YYYY-27-DD 23:27:SS,48,IZFW36140666800131
1291,Wipro Limited, WIPRO,NSE,215,YYYY-36-DD 21:36:SS,1,LHDJ09303062102728
1292,Hero MotoCorp Limited, HEROMOTOCO,NSE,243,YYYY-11-DD 00:11:SS,45,YDOL35422869489475
1293,Aditya Birla Capital Limited, ABCAPITAL,NSE,442,YYYY-23-DD 08:23:SS,77,EGJU01476728119635
1294,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,418,YYYY-31-DD 05:31:SS,61,PJRU85004250144084
1295,Housing Development Finance Corporation Limited, HDFC,BSE,204,YYYY-23-DD 17:23:SS,91,VNTJ61586283218263
1296,Nestle India Limited, NESTLEIND,BSE,807,YYYY-11-DD 08:11:SS,12,OOKV42694479160016
1297,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,902,YYYY-39-DD 04:39:SS,11,FSVJ74335646714581
1298,ITC Limited, ITC,BSE,837,YYYY-34-DD 00:34:SS,86,XTDE14445910277208
1299,Wipro Limited, WIPRO,NSE,770,YYYY-03-DD 14:03:SS,26,AZAP31089004631624
1300,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,549,YYYY-45-DD 16:45:SS,27,TCZY66980137342745
1301,Wipro Limited, WIPRO,NSE,374,YYYY-35-DD 02:35:SS,85,ESRM99751469777180
1302,Housing Development Finance Corporation Limited, HDFC,BSE,352,YYYY-56-DD 16:56:SS,64,RHUS81250046991621
1303,HCL Technologies Limited, HCLTECH,NSE,771,YYYY-00-DD 14:00:SS,40,XHPP48383444915581
1304,Divi's Laboratories Limited, DIVISLAB,NSE,469,YYYY-56-DD 14:56:SS,26,CDQD86815964606004
1305,Bajaj Finance Limited, BAJFINANCE,NSE,602,YYYY-24-DD 06:24:SS,23,IUPQ04312511976719
1306,Tata Consultancy Services Limited, TCS,BSE,577,YYYY-30-DD 22:30:SS,19,PAPK64440227503596
1307,Tata Consultancy Services Limited, TCS,BSE,886,YYYY-12-DD 21:12:SS,45,XPQI23337599756097
1308,UltraTech Cement Limited, ULTRACEMCO,BSE,536,YYYY-14-DD 00:14:SS,66,JTZN94116705920407
1309,Infosys Limited, INFY,BSE,342,YYYY-59-DD 06:59:SS,82,NBRP91294424204821
1310,Maruti Suzuki India Limited, MARUTI,BSE,750,YYYY-23-DD 12:23:SS,50,GBFW45172047821760
1311,Mahindra & Mahindra Limited, M&M,NSE,895,YYYY-05-DD 00:05:SS,87,CKQP02691510939586
1312,Bajaj Finserv Limited, BAJAJFINSV,BSE,470,YYYY-22-DD 12:22:SS,86,HWOQ75115312664283
1313,State Bank of India, SBIN,BSE,367,YYYY-58-DD 18:58:SS,73,SRGB95424209958770
1314,Asian Paints Limited, ASIANPAINT,BSE,545,YYYY-17-DD 09:17:SS,83,DYSZ57577835005908
1315,HDFC Bank Limited, HDFCBANK,BSE,267,YYYY-50-DD 22:50:SS,40,YPQR34736074268568
1316,IndusInd Bank Limited, INDUSINDBK,NSE,582,YYYY-24-DD 18:24:SS,65,JDTR53830321264643
1317,Grasim Industries Limited, GRASIM,NSE,991,YYYY-53-DD 03:53:SS,77,PSSW37005471858061
1318,Bajaj Finance Limited, BAJFINANCE,NSE,928,YYYY-12-DD 16:12:SS,100,RGLE64952032470988
1319,Adani Enterprises Limited, ADANIENT,BSE,561,YYYY-22-DD 17:22:SS,15,SRGB95424209958770
1320,Housing Development Finance Corporation Limited, HDFC,NSE,809,YYYY-23-DD 10:23:SS,2,RQKA35588011806858
1321,Bajaj Finserv Limited, BAJAJFINSV,NSE,887,YYYY-16-DD 01:16:SS,78,KAKK19953747654475
1322,Wipro Limited, WIPRO,NSE,542,YYYY-25-DD 08:25:SS,20,CTPZ02552923447185
1323,Wipro Limited, WIPRO,BSE,407,YYYY-37-DD 02:37:SS,81,XIYW71325599138817
1324,Power Grid Corporation of India Limited, POWERGRID,NSE,918,YYYY-58-DD 17:58:SS,23,ITEM47408502506157
1325,Bajaj Auto Limited, BAJAJ-AUTO,BSE,409,YYYY-25-DD 23:25:SS,75,ZEEL26937552788313
1326,Infosys Limited, INFY,NSE,535,YYYY-22-DD 18:22:SS,52,YNQE71227932134434
1327,HDFC Bank Limited, HDFCBANK,BSE,570,YYYY-08-DD 12:08:SS,49,XMWV70809052111813
1328,Infosys Limited, INFY,NSE,263,YYYY-27-DD 16:27:SS,68,CWZQ42224906264869
1329,Reliance Industries Limited, RELIANCE,NSE,553,YYYY-20-DD 03:20:SS,54,IUJV08401881983616
1330,Hero MotoCorp Limited, HEROMOTOCO,NSE,174,YYYY-44-DD 23:44:SS,68,CEBJ20965984529403
1331,Eicher Motors Limited, EICHERMOT,NSE,674,YYYY-25-DD 16:25:SS,6,OTJV86407113234923
1332,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,434,YYYY-26-DD 04:26:SS,60,CUMP30797612563547
1333,Bajaj Finserv Limited, BAJAJFINSV,NSE,102,YYYY-04-DD 05:04:SS,3,TRRM90493370839932
1334,Tata Steel Limited, TATASTEEL,NSE,624,YYYY-14-DD 16:14:SS,67,OXCR96695938856680
1335,Infosys Limited, INFY,BSE,286,YYYY-17-DD 03:17:SS,20,XNFO93898530382443
1336,ITC Limited, ITC,BSE,404,YYYY-06-DD 05:06:SS,8,XFJP23382533686502
1337,Adani Enterprises Limited, ADANIENT,BSE,695,YYYY-32-DD 23:32:SS,79,CGDH37092173506796
1338,HCL Technologies Limited, HCLTECH,BSE,124,YYYY-03-DD 09:03:SS,61,PYSI87656394163546
1339,Mahindra & Mahindra Limited, M&M,BSE,457,YYYY-50-DD 22:50:SS,28,JEPN11942531080108
1340,Power Grid Corporation of India Limited, POWERGRID,NSE,849,YYYY-33-DD 20:33:SS,22,AZAP31089004631624
1341,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,816,YYYY-34-DD 21:34:SS,100,FSVJ74335646714581
1342,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,318,YYYY-49-DD 15:49:SS,69,GLSL42664295721498
1343,SBI Life Insurance Company Limited, SBILIFE,NSE,428,YYYY-05-DD 12:05:SS,65,ROGV78762227855974
1344,Larsen & Toubro Infotech Limited, LTI,NSE,683,YYYY-54-DD 23:54:SS,13,IBIQ98494309190903
1345,State Bank of India, SBIN,NSE,171,YYYY-18-DD 15:18:SS,5,VXUA21972799664207
1346,Bharti Airtel Limited, BHARTIARTL,BSE,818,YYYY-44-DD 21:44:SS,33,MWVC22925375182657
1347,Reliance Industries Limited, RELIANCE,NSE,590,YYYY-11-DD 05:11:SS,10,RLKA25973511663477
1348,Power Grid Corporation of India Limited, POWERGRID,BSE,680,YYYY-35-DD 05:35:SS,56,MAPX23586234422960
1349,SBI Life Insurance Company Limited, SBILIFE,BSE,150,YYYY-01-DD 17:01:SS,94,LXHA35880689706291
1350,Wipro Limited, WIPRO,NSE,129,YYYY-00-DD 07:00:SS,6,IIDT65997333507765
1351,Larsen & Toubro Limited, LT,BSE,239,YYYY-01-DD 11:01:SS,4,VRXJ08333956671361
1352,Housing Development Finance Corporation Limited, HDFC,NSE,170,YYYY-58-DD 22:58:SS,93,TNIM70986140751564
1353,Wipro Limited, WIPRO,BSE,140,YYYY-51-DD 16:51:SS,52,FGOC97573082880014
1354,HCL Technologies Limited, HCLTECH,NSE,645,YYYY-27-DD 19:27:SS,84,MBFT53362451020824
1355,ICICI Bank Limited, ICICIBANK,NSE,287,YYYY-35-DD 02:35:SS,95,DVNE95149330639412
1356,HCL Technologies Limited, HCLTECH,NSE,167,YYYY-11-DD 19:11:SS,62,HGJB17524469625840
1357,SBI Life Insurance Company Limited, SBILIFE,BSE,788,YYYY-15-DD 12:15:SS,4,POLZ68787341032522
1358,State Bank of India, SBIN,NSE,316,YYYY-38-DD 20:38:SS,19,MDYF44407502929399
1359,Bajaj Auto Limited, BAJAJ-AUTO,NSE,801,YYYY-05-DD 08:05:SS,28,POVH07781126403357
1360,Shree Cement Limited, SHREECEM,NSE,181,YYYY-28-DD 16:28:SS,13,AKGE48405228842027
1361,Adani Green Energy Limited, ADANIGREEN,BSE,156,YYYY-32-DD 12:32:SS,6,XRFF11223562656045
1362,Hero MotoCorp Limited, HEROMOTOCO,BSE,218,YYYY-12-DD 04:12:SS,94,FRPL61629027822009
1363,Wipro Limited, WIPRO,BSE,923,YYYY-28-DD 13:28:SS,75,TRDE25865740146684
1364,SBI Life Insurance Company Limited, SBILIFE,BSE,944,YYYY-05-DD 19:05:SS,17,FXBL74598134090603
1365,Tata Motors Limited, TATAMOTORS,NSE,773,YYYY-59-DD 05:59:SS,29,JAVY83396059531638
1366,Infosys Limited, INFY,NSE,894,YYYY-12-DD 22:12:SS,89,RHYC07550614298355
1367,Hindustan Zinc Limited, HINDZINC,BSE,604,YYYY-43-DD 13:43:SS,15,FTYW18647078068624
1368,Power Grid Corporation of India Limited, POWERGRID,BSE,435,YYYY-16-DD 22:16:SS,20,NKQD97300122738992
1369,Grasim Industries Limited, GRASIM,NSE,568,YYYY-01-DD 00:01:SS,70,LSBG82243123115511
1370,Tata Consumer Products Limited, TATACONSUM,NSE,775,YYYY-04-DD 10:04:SS,84,BJCA48525734590559
1371,Bajaj Auto Limited, BAJAJ-AUTO,NSE,180,YYYY-11-DD 12:11:SS,50,EUCO98368577764173
1372,Bharti Airtel Limited, BHARTIARTL,NSE,548,YYYY-33-DD 10:33:SS,56,RHJL52504507312402
1373,Axis Bank Limited, AXISBANK,NSE,104,YYYY-22-DD 20:22:SS,61,KONW43529334745550
1374,Bajaj Finance Limited, BAJFINANCE,BSE,465,YYYY-22-DD 09:22:SS,70,NPFB73777791138168
1375,Larsen & Toubro Infotech Limited, LTI,NSE,148,YYYY-00-DD 23:00:SS,61,HLWG69571072859894
1376,Tata Motors Limited, TATAMOTORS,BSE,344,YYYY-23-DD 15:23:SS,49,UVPY62503523775335
1377,Reliance Industries Limited, RELIANCE,BSE,103,YYYY-56-DD 23:56:SS,38,TVLK67355683720538
1378,Cipla Limited, CIPLA,NSE,362,YYYY-20-DD 19:20:SS,3,RGKK17028640297611
1379,Wipro Limited, WIPRO,NSE,639,YYYY-10-DD 16:10:SS,22,BCDK63588958076729
1380,Bajaj Finance Limited, BAJFINANCE,NSE,659,YYYY-13-DD 21:13:SS,5,ZDPN35261319648774
1381,Reliance Industries Limited, RELIANCE,BSE,355,YYYY-57-DD 13:57:SS,81,IKEA97530685859692
1382,Wipro Limited, WIPRO,NSE,493,YYYY-08-DD 02:08:SS,75,ZXYN80364262958486
1383,Axis Bank Limited, AXISBANK,BSE,697,YYYY-53-DD 12:53:SS,46,RUGI82423352473082
1384,Hindustan Zinc Limited, HINDZINC,BSE,111,YYYY-31-DD 11:31:SS,97,EVUY37488744789505
1385,Housing Development Finance Corporation Limited, HDFC,NSE,540,YYYY-44-DD 22:44:SS,55,BTCN84307308481690
1386,UltraTech Cement Limited, ULTRACEMCO,BSE,301,YYYY-55-DD 18:55:SS,51,MJHP46196254214882
1387,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,445,YYYY-08-DD 00:08:SS,76,AVRW60136482723349
1388,Tata Consumer Products Limited, TATACONSUM,NSE,340,YYYY-22-DD 03:22:SS,42,MTPE85390752835907
1389,Axis Bank Limited, AXISBANK,BSE,506,YYYY-23-DD 06:23:SS,67,PJZG73620058661453
1390,Larsen & Toubro Infotech Limited, LTI,NSE,787,YYYY-00-DD 10:00:SS,98,WVOZ03447650866361
1391,Mahindra & Mahindra Limited, M&M,BSE,276,YYYY-50-DD 13:50:SS,78,XDYQ19819021859512
1392,Tata Consultancy Services Limited, TCS,NSE,114,YYYY-50-DD 21:50:SS,69,SXZV93836513511970
1393,Tata Consumer Products Limited, TATACONSUM,NSE,157,YYYY-17-DD 07:17:SS,75,QNDH92107478432837
1394,Divi's Laboratories Limited, DIVISLAB,NSE,693,YYYY-59-DD 16:59:SS,43,SPWT96198308790927
1395,Divi's Laboratories Limited, DIVISLAB,BSE,949,YYYY-29-DD 06:29:SS,94,GYOR25318663373968
1396,Housing Development Finance Corporation Limited, HDFC,NSE,412,YYYY-26-DD 10:26:SS,24,MLDJ75847253804720
1397,Axis Bank Limited, AXISBANK,BSE,944,YYYY-22-DD 01:22:SS,77,HFFJ87650584079971
1398,Infosys Limited, INFY,NSE,128,YYYY-52-DD 13:52:SS,37,YRYN11563189454649
1399,Larsen & Toubro Limited, LT,NSE,579,YYYY-05-DD 05:05:SS,45,DLUG12026137427031
1400,Bajaj Auto Limited, BAJAJ-AUTO,NSE,686,YYYY-26-DD 05:26:SS,5,PNMO61445195050022
1401,Coal India Limited, COALINDIA,NSE,781,YYYY-29-DD 23:29:SS,90,ALIB02176949232363
1402,SBI Life Insurance Company Limited, SBILIFE,BSE,180,YYYY-24-DD 11:24:SS,44,NCNP15027876332144
1403,Tata Consultancy Services Limited, TCS,BSE,518,YYYY-31-DD 14:31:SS,21,DDVM85169892709089
1404,State Bank of India, SBIN,NSE,742,YYYY-05-DD 16:05:SS,1,ZNDS58360347263021
1405,Titan Company Limited, TITAN,BSE,641,YYYY-45-DD 23:45:SS,18,VLYC58556558407268
1406,Bharti Airtel Limited, BHARTIARTL,NSE,960,YYYY-31-DD 15:31:SS,97,RNXV30863716668478
1407,Infosys Limited, INFY,NSE,379,YYYY-29-DD 07:29:SS,78,AJLB99101906349299
1408,Power Grid Corporation of India Limited, POWERGRID,NSE,293,YYYY-44-DD 14:44:SS,23,SKVV68987846646850
1409,Tata Consumer Products Limited, TATACONSUM,NSE,573,YYYY-10-DD 01:10:SS,13,DYRT85599953657030
1410,Titan Company Limited, TITAN,NSE,447,YYYY-47-DD 18:47:SS,1,GKJT17279924288438
1411,Bajaj Finserv Limited, BAJAJFINSV,NSE,590,YYYY-36-DD 07:36:SS,44,DYWY04128611613610
1412,UltraTech Cement Limited, ULTRACEMCO,NSE,654,YYYY-24-DD 08:24:SS,62,YXIR68495707506390
1413,Reliance Industries Limited, RELIANCE,NSE,675,YYYY-29-DD 12:29:SS,17,QBAG84627579100732
1414,Hindustan Unilever Limited, HINDUNILVR,BSE,190,YYYY-23-DD 22:23:SS,46,XBVN60338740266140
1415,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,323,YYYY-23-DD 08:23:SS,90,XNMV05880498622489
1416,Shree Cement Limited, SHREECEM,BSE,863,YYYY-50-DD 01:50:SS,12,DQFZ39186443316615
1417,Nestle India Limited, NESTLEIND,BSE,587,YYYY-51-DD 15:51:SS,92,XRFF11223562656045
1418,Grasim Industries Limited, GRASIM,BSE,713,YYYY-53-DD 08:53:SS,99,AWMQ94205192369802
1419,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,296,YYYY-21-DD 12:21:SS,94,LABO39171038006521
1420,Titan Company Limited, TITAN,NSE,173,YYYY-25-DD 17:25:SS,4,CDTE55251979808232
1421,Divi's Laboratories Limited, DIVISLAB,NSE,801,YYYY-20-DD 04:20:SS,66,BDBK01380883034324
1422,Tata Steel Limited, TATASTEEL,BSE,616,YYYY-11-DD 16:11:SS,84,GYOR25318663373968
1423,Wipro Limited, WIPRO,NSE,885,YYYY-30-DD 19:30:SS,73,DPBY90155146203360
1424,Hindustan Unilever Limited, HINDUNILVR,BSE,760,YYYY-29-DD 15:29:SS,40,KKAX35138934664219
1425,Eicher Motors Limited, EICHERMOT,BSE,367,YYYY-16-DD 12:16:SS,80,SRGB95424209958770
1426,Infosys Limited, INFY,BSE,366,YYYY-48-DD 02:48:SS,3,GKJT17279924288438
1427,Bajaj Finserv Limited, BAJAJFINSV,BSE,682,YYYY-19-DD 20:19:SS,12,HOVE02766838191031
1428,Infosys Limited, INFY,BSE,617,YYYY-49-DD 07:49:SS,51,AABZ77599366845694
1429,Axis Bank Limited, AXISBANK,BSE,828,YYYY-59-DD 04:59:SS,61,BMGD81669254154106
1430,State Bank of India, SBIN,BSE,838,YYYY-12-DD 14:12:SS,3,LSBG82243123115511
1431,Tata Steel Limited, TATASTEEL,NSE,448,YYYY-07-DD 01:07:SS,82,WZLP33245940964475
1432,Tata Consultancy Services Limited, TCS,BSE,737,YYYY-24-DD 09:24:SS,57,JHBY56677049189089
1433,Maruti Suzuki India Limited, MARUTI,BSE,794,YYYY-53-DD 02:53:SS,88,FTYW18647078068624
1434,Britannia Industries Limited, BRITANNIA,NSE,412,YYYY-09-DD 03:09:SS,50,NLAC65905132953066
1435,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,822,YYYY-35-DD 09:35:SS,97,YHSI92519101247650
1436,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,358,YYYY-28-DD 04:28:SS,11,KMFX20671501619827
1437,Tata Consumer Products Limited, TATACONSUM,NSE,886,YYYY-33-DD 20:33:SS,91,FQCO57026436230663
1438,HCL Technologies Limited, HCLTECH,BSE,250,YYYY-06-DD 01:06:SS,47,HFFJ87650584079971
1439,Hero MotoCorp Limited, HEROMOTOCO,BSE,223,YYYY-38-DD 12:38:SS,34,OIXU36395038669112
1440,Reliance Industries Limited, RELIANCE,BSE,176,YYYY-24-DD 10:24:SS,88,LCLA51748397497480
1441,Axis Bank Limited, AXISBANK,NSE,621,YYYY-19-DD 11:19:SS,3,VAEL86969764181946
1442,Divi's Laboratories Limited, DIVISLAB,NSE,749,YYYY-38-DD 16:38:SS,16,KDVC15435404909634
1443,Britannia Industries Limited, BRITANNIA,NSE,291,YYYY-12-DD 06:12:SS,46,KAKK19953747654475
1444,Tech Mahindra Limited, TECHM,NSE,233,YYYY-56-DD 17:56:SS,42,XFKE62682093818789
1445,Eicher Motors Limited, EICHERMOT,NSE,530,YYYY-32-DD 18:32:SS,51,MTZG14898080581675
1446,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,697,YYYY-48-DD 03:48:SS,66,PXJP04306564441133
1447,Infosys Limited, INFY,NSE,460,YYYY-23-DD 02:23:SS,92,IUJV08401881983616
1448,Tech Mahindra Limited, TECHM,BSE,229,YYYY-34-DD 23:34:SS,95,HGBN11260318826028
1449,Tech Mahindra Limited, TECHM,BSE,718,YYYY-01-DD 06:01:SS,71,RGKK17028640297611
1450,Tata Motors Limited, TATAMOTORS,BSE,714,YYYY-56-DD 07:56:SS,44,QPNK74680150710396
1451,UltraTech Cement Limited, ULTRACEMCO,BSE,864,YYYY-18-DD 17:18:SS,24,GBUZ34865290168499
1452,Reliance Industries Limited, RELIANCE,BSE,602,YYYY-26-DD 05:26:SS,4,RHUX48759369523085
1453,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,408,YYYY-34-DD 19:34:SS,18,LPVJ19321532108499
1454,Mahindra & Mahindra Limited, M&M,BSE,983,YYYY-59-DD 15:59:SS,70,ROEI51581055652880
1455,SBI Life Insurance Company Limited, SBILIFE,BSE,140,YYYY-39-DD 04:39:SS,95,PEZP78773008606128
1456,Infosys Limited, INFY,NSE,569,YYYY-34-DD 17:34:SS,70,AJMZ17557852851874
1457,ICICI Bank Limited, ICICIBANK,NSE,347,YYYY-34-DD 16:34:SS,54,IVCF57897109397144
1458,Britannia Industries Limited, BRITANNIA,BSE,496,YYYY-19-DD 13:19:SS,8,SRNQ63187096061996
1459,Nestle India Limited, NESTLEIND,BSE,709,YYYY-25-DD 14:25:SS,1,XIYW71325599138817
1460,Grasim Industries Limited, GRASIM,NSE,354,YYYY-59-DD 03:59:SS,47,CKQP02691510939586
1461,HCL Technologies Limited, HCLTECH,BSE,784,YYYY-04-DD 17:04:SS,57,HQMX77731805141037
1462,HDFC Bank Limited, HDFCBANK,NSE,761,YYYY-44-DD 10:44:SS,60,REHQ02715749303521
1463,Bajaj Finserv Limited, BAJAJFINSV,BSE,511,YYYY-12-DD 09:12:SS,90,ZUNH88172183719804
1464,Tata Motors Limited, TATAMOTORS,BSE,197,YYYY-31-DD 00:31:SS,56,WFJD37815561955943
1465,UltraTech Cement Limited, ULTRACEMCO,NSE,182,YYYY-03-DD 14:03:SS,3,JXDZ60309760981493
1466,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,896,YYYY-15-DD 21:15:SS,7,SUTW06240330644480
1467,Tata Motors Limited, TATAMOTORS,NSE,100,YYYY-42-DD 17:42:SS,48,AONQ89489891275197
1468,Adani Green Energy Limited, ADANIGREEN,NSE,695,YYYY-54-DD 06:54:SS,46,JCSS19672568560422
1469,Larsen & Toubro Limited, LT,NSE,885,YYYY-17-DD 23:17:SS,35,EPSM04497541778219
1470,Bajaj Finance Limited, BAJFINANCE,NSE,380,YYYY-24-DD 04:24:SS,24,VRXJ08333956671361
1471,Hero MotoCorp Limited, HEROMOTOCO,BSE,293,YYYY-59-DD 05:59:SS,73,AQFF73870276543986
1472,Nestle India Limited, NESTLEIND,NSE,889,YYYY-12-DD 05:12:SS,87,WIXQ91541628366362
1473,Aditya Birla Capital Limited, ABCAPITAL,BSE,403,YYYY-15-DD 10:15:SS,67,BUOE40133554253521
1474,Tech Mahindra Limited, TECHM,BSE,743,YYYY-12-DD 03:12:SS,61,CTOR79888282487664
1475,Maruti Suzuki India Limited, MARUTI,NSE,296,YYYY-18-DD 20:18:SS,64,MJHP46196254214882
1476,Adani Enterprises Limited, ADANIENT,BSE,880,YYYY-43-DD 16:43:SS,7,VFIR91400346347381
1477,Infosys Limited, INFY,NSE,259,YYYY-59-DD 01:59:SS,32,AWYP94977779542709
1478,Adani Green Energy Limited, ADANIGREEN,NSE,183,YYYY-12-DD 13:12:SS,40,DRIP37211399872217
1479,Hindustan Unilever Limited, HINDUNILVR,BSE,608,YYYY-59-DD 09:59:SS,82,JCSS19672568560422
1480,Hindustan Unilever Limited, HINDUNILVR,NSE,859,YYYY-14-DD 00:14:SS,81,HIPH79776801253518
1481,Tech Mahindra Limited, TECHM,BSE,925,YYYY-56-DD 08:56:SS,44,KEQM08750271390788
1482,Asian Paints Limited, ASIANPAINT,NSE,157,YYYY-16-DD 17:16:SS,2,PKKL00630120899165
1483,Tata Steel Limited, TATASTEEL,NSE,508,YYYY-07-DD 20:07:SS,47,HFFJ87650584079971
